Cardhldr Majordrg   Age   Income   Expinc  Avgexp   Ownrent   Selfempl Depndt  Incper  Curadd  Major  Active 
1 0 29.58333 2.86 0.2015343 480.3233 0 0 0 2.86 47 1 1
1 0 23.08333 2.04 0.1794971 304.895 0 0 0 2.04 12 1 9
1 0 33.83333 3.5 0.02189943 63.45667 1 0 0 3.5 12 1 8
1 0 64.58334 7.125 0.02533895 149.7 1 0 1 3.5625 241 1 8
0 0 23.5 2.5 0.00048 0 0 0 0 2.5 36 0 0
1 0 23.83333 3.3 0.06044576 166.0592 0 0 0 3.3 2 1 5
1 0 36.91667 2.2 0.08092181 148.19 0 0 1 1.1 8 1 4
1 1 38.25 3.2 0.04545781 121.2208 1 0 1 1.6 84 0 12
1 0 22 4 0.0480585 160.0283 1 0 0 4 27 1 4
1 0 38.5 5.5689 0.04341593 201.4825 0 0 3 1.392225 30 1 7
1 0 36.58333 7 0.01020614 59.11917 1 0 3 1.75 18 1 5
0 1 26.25 2.3 0.0005217391 0 0 0 0 2.3 66 1 3
1 0 21.5 5.5 0.07795545 356.8792 0 0 0 5.5 50 1 0
1 1 41.41667 2.5 0.07657401 159.1958 0 1 2 0.8333333 131 0 3
0 1 40.83333 2.5 0.00048 0 1 0 1 1.25 96 1 8
1 0 25.16667 8 0.01700675 112.8783 1 0 2 2.666667 18 1 0
1 0 23.5 1.83 0.07156994 108.9775 0 0 1 0.915 12 0 10
1 0 27.25 2.9 0.03821552 91.6875 0 0 0 2.9 9 0 3
0 3 38.75 4.7 0.0002553191 0 1 0 3 1.175 36 1 8
0 2 23.08333 1.725 0.0006956522 0 0 0 0 1.725 204 0 5
0 0 37.25 1.5548 0.0007718034 0 0 0 1 0.7774 36 1 0
1 0 41.58333 3.82 0.1451636 462.0208 0 0 2 1.273333 36 1 2
1 0 52.41667 2.4 0.06928459 138.5692 0 1 1 1.2 96 1 2
1 0 31.75 2.4 0.1869583 373.4167 0 0 1 1.2 54 0 1
1 0 36 3 0.121849 304.6225 0 0 1 1.5 180 1 5
1 0 21.41667 1.6 0.2893312 385.775 0 0 0 1.6 192 1 3
1 0 42.08333 2.68 0.1430284 319.43 0 0 1 1.34 84 1 0
1 0 32.33333 6.3 0.08876603 465.9383 0 1 4 1.26 60 1 7
1 0 24.25 1.6 0.04509 59.78667 0 0 0 1.6 43 1 2
1 0 32.25 2.6 0.07879038 170.4625 0 0 1 1.3 76 0 3
1 0 28.91667 2.1 0.1384924 242.195 0 0 2 0.7 24 1 7
0 1 28.33333 1.9324 0.0006209894 0 0 0 2 0.6441333 74 1 4
1 0 23.16667 2.5 0.229822 478.7125 1 0 0 2.5 12 1 4
0 1 44.58333 1.8 0.0006666667 0 0 1 0 1.8 60 1 2
1 0 31.41667 3.56 0.03320618 98.345 0 0 0 3.56 72 1 9
1 0 24.91667 3.4 0.1063297 301.0175 0 0 0 3.4 17 1 7
1 0 28.25 2.55 0.2395941 509.0542 0 0 1 1.275 90 1 3
1 0 47.41667 4.92 0.0448939 183.8983 1 1 1 2.46 288 1 14
1 0 26.41667 3.9 0.01446872 46.52333 0 0 0 3.9 30 1 13
1 0 37.08333 5.2 0.05915846 256.1867 0 0 0 5.2 12 0 0
1 0 54.41667 9 0.06282978 470.9733 1 0 3 2.25 147 1 6
1 0 35.25 6 0.4582348 2291.174 0 0 2 2 10 1 0
1 0 35.5 7.5 0.0205616 128.4267 1 0 4 1.5 19 1 12
1 0 44.5 9 0.2599927 1949.862 0 0 2 3 4 1 7
1 0 20.16667 2.1 0.1538495 269.1533 0 0 1 1.05 27 0 6
1 0 23.75 3 0.016826 41.48167 0 0 3 0.75 18 1 3
1 0 27.58333 2.6 0.03666654 79.36083 0 0 0 2.6 168 1 5
1 0 54.75 5.48 0.1342037 612.8633 1 0 1 2.74 146 1 4
1 0 40.33333 8.2 0.02820012 192.4508 1 0 3 2.05 172 1 15
1 1 32.83333 2.5 0.1573136 327.7367 0 0 0 2.5 147 1 3
1 0 28.5 3 0.07104634 177.6158 1 0 0 3 20 1 0
1 0 35.5 6.5 0.067598 365.9058 1 0 0 6.5 6 1 0
1 1 56.75 7.572 0.006669308 41.33333 1 1 2 2.524 39 1 18
1 1 28.16667 2 0.051839 86.14833 0 0 1 1 61 1 2
0 3 31 3.25 0.0003692308 0 0 0 1 1.625 72 1 7
0 2 24 3 4e-04 0 0 0 0 3 24 1 4
1 0 40.75 7 0.06458829 376.765 0 0 3 1.75 6 1 2
0 7 33 7.5 0.00016 0 0 0 0 7.5 24 1 8
1 0 38.41667 3.8 0.05987158 189.1767 1 0 0 3.8 23 1 6
1 0 25.91667 3.7 0.08436351 260.1208 1 0 0 3.7 236 1 6
1 0 33.16667 3.4 0.1436397 406.9792 1 0 1 1.7 36 1 7
0 1 27.91667 2.85 0.0004210526 0 0 0 0 2.85 60 0 7
1 0 28.33333 2.6 0.05487154 118.7217 0 0 0 2.6 33 1 4
1 0 22.08333 1.566 0.07067624 91.7325 0 0 0 1.566 18 1 1
1 0 24.25 1.8 0.1336028 200.2375 1 0 0 1.8 151 1 5
1 0 39.41667 3.1 0.1696903 438.3667 1 0 2 1.033333 18 1 3
0 0 25.41667 1.5 8e-04 0 0 1 4 0.3 48 0 1
1 1 19 2.19 0.3406356 621.66 0 0 0 2.19 59 1 2
1 0 31.25 5.5 0.0708629 324.705 1 0 3 1.375 6 1 7
1 0 31.91667 4.4 0.04042523 148.0592 1 0 2 1.466667 72 1 8
1 0 33.25 3 0.3761903 940.3925 1 0 2 1 97 1 4
1 1 26.33333 2.95 0.1325831 325.85 0 0 0 2.95 24 1 5
1 0 26.66667 1.6 0.02353625 30.54833 1 0 0 1.6 24 1 5
1 0 22.41667 2 0.115791 192.8183 0 0 0 2 8 1 8
1 0 25.08333 2.8542 0.1362319 324.0275 0 1 1 1.4271 42 1 3
1 0 26.66667 2.2 0.05026682 91.98917 0 0 0 2.2 42 1 8
1 0 29.41667 3.65 0.08789534 267.3483 0 0 0 3.65 24 1 17
0 9 35.08333 1.7 0.0007058823 0 0 0 0 1.7 90 1 10
1 0 57.33333 1.65 0.009515151 12.25 0 0 0 1.65 24 1 3
1 0 52.16667 2.66 0.04462218 98.57916 1 0 3 0.665 228 1 0
1 0 41.83333 2.75 0.019072 43.20667 1 0 1 1.375 136 0 9
1 0 39.41667 1.56 0.04665384 60.06667 0 0 0 1.56 25 1 3
0 1 56.75 8 0.00015 0 1 0 0 8 408 1 7
1 0 28.25 2.0272 0.1110255 187.1425 1 0 1 1.0136 91 1 1
1 0 38.08333 4 0.0092175 29.975 1 0 0 4 16 1 8
1 0 55.08333 6.7 0.07986075 445.8058 1 0 0 6.7 35 1 0
1 0 29.33333 2.5 0.1795448 374.0517 1 0 0 2.5 70 1 9
1 0 19.83333 3 4e-04 0 0 0 0 3 49 1 3
1 0 25.25 3.2 0.04542718 121.0558 0 0 0 3.2 4 1 6
1 0 27.25 3.18 0.09087579 240.8208 0 0 2 1.06 12 0 0
1 0 27.5 3.2 0.03100344 82.3425 1 0 0 3.2 23 1 9
1 1 26 1.7305 0.09120428 131.5242 0 0 0 1.7305 8 1 10
1 0 25.91667 2.4 0.1078696 215.7392 0 0 0 2.4 150 1 18
0 1 32.25 2.25 0.0005333333 0 0 0 1 1.125 42 0 13
1 0 43.33333 3.9495 0.1571475 517.2117 1 0 6 0.5642143 3 0 0
1 0 34.91667 3 0.01464867 36.205 0 0 1 1.5 30 0 2
1 0 27.75 2.65 0.07259849 159.655 0 0 0 2.65 8 1 0
0 5 28 2.236 0.0005366727 0 0 0 0 2.236 72 1 11
1 0 39.41667 4.7 0.06314021 247.2992 1 0 4 0.94 12 1 10
1 0 40.83333 3.48 0.00768908 21.715 0 0 0 3.48 28 1 22
1 0 23.33333 2.55 0.007960784 16.25 0 0 1 1.275 6 1 0
1 1 43.58333 2.77 0.04364765 100.3367 1 0 0 2.77 44 1 14
1 0 47.83333 3.1131 0.02505766 64.75584 0 0 0 3.1131 7 1 16
1 0 18.75 1.968 0.06387195 103.9167 0 0 0 1.968 64 0 1
1 1 21.16667 1.8 0.1925344 288.8017 0 0 0 1.8 192 1 8
0 1 54.83333 9.4 0.0001276596 0 1 0 1 4.7 94 0 2
1 0 35.5 5.5 0.01289636 58.60833 0 0 0 5.5 36 1 2
0 0 24.16667 1.5 8e-04 0 0 0 0 1.5 18 1 0
1 0 24.83333 2.7 0.1720774 387.1742 0 0 1 1.35 18 1 4
1 0 23.83333 2.35 0.06976553 136.0408 0 0 0 2.35 25 1 9
1 0 39.91667 4.6 0.02751957 105.325 0 0 2 1.533333 4 1 1
1 0 31.75 10.9999 0.01070092 97.42416 0 0 0 10.9999 12 1 0
1 0 62.5 2.6545 0.1037453 229.4933 0 0 0 2.6545 100 1 1
1 1 36.33333 7.35 0.07122857 436.275 0 0 0 7.35 51 0 14
1 0 23 3.2 0.01710906 45.12417 0 0 0 3.2 14 1 0
1 0 28.33333 6.2 0.06892936 355.9683 1 0 0 6.2 18 1 9
1 1 38 3.27 0.2386927 650.4375 0 0 2 1.09 7 1 3
1 2 49.16667 3.7 0.143523 442.4458 0 0 4 0.74 216 1 11
1 0 50.91667 1.75 0.2131486 310.8417 0 0 0 1.75 36 1 1
0 0 23.58333 2.425 0.0004948454 0 0 1 2 0.8083333 132 1 1
0 1 29 2.7 0.0004444444 0 0 0 1 1.35 347 0 1
1 0 45.25 3.7 0.1384322 426.8325 0 0 0 3.7 24 1 2
1 0 31.66667 3.2 0.01378125 36.25 0 0 1 1.6 12 1 1
1 0 31.83333 3.1 0.1304742 337.0583 0 0 1 1.55 52 1 3
0 0 37.58333 9 0.0001333333 0 0 0 0 9 132 1 0
1 3 27.58333 5.5 0.2204731 1010.502 0 1 0 5.5 72 1 11
0 0 36.08333 4.1 0.0002926829 0 1 0 2 1.366667 30 1 0
1 0 38.33333 3 0.227364 568.2433 1 0 0 3 46 1 2
1 0 25.5 2.8 0.1980021 461.9217 0 0 0 2.8 66 1 3
1 0 41.5 5.1 0.03296432 140.015 0 0 1 2.55 63 1 4
1 0 34.58333 7 0.03546543 206.3817 0 1 6 1 63 1 3
1 0 24.5 2.304 0.3747426 719.5059 0 0 0 2.304 76 1 2
1 0 32.16667 2.3 0.2000322 383.3117 0 0 1 1.15 63 1 6
0 1 24.58333 1.9 0.000631579 0 0 0 1 0.95 14 0 4
1 0 23.83333 2.3 0.1386009 265.6517 0 0 0 2.3 6 1 3
0 1 22.66667 1.5 8e-04 0 0 0 3 0.375 14 1 4
1 0 26.08333 2.375 0.142851 282.7258 0 1 1 1.1875 114 1 1
1 0 30.16667 2.8 0.1643857 383.5667 0 0 0 2.8 12 1 6
1 0 27.08333 2.5224 0.2354365 494.8875 0 0 1 1.2612 100 1 3
1 0 27.16667 2.2 0.007309545 12.65083 0 0 0 2.2 60 0 2
1 0 32.41667 3.2 0.1192053 317.4642 0 0 0 3.2 30 1 1
1 0 32.5 3.7 0.003456757 9.741667 0 0 0 3.7 86 1 8
1 0 46 1.8 0.0335 49.41667 0 0 1 0.9 168 1 2
0 2 47 2.35 0.0005106383 0 0 0 0 2.35 159 1 4
1 0 22.75 1.82 0.5418599 821.8208 0 0 0 1.82 93 1 2
1 0 42.08333 5.5 0.07068036 323.9517 0 0 0 5.5 98 1 4
0 12 30.41667 2.6 0.0004615385 0 0 0 0 2.6 228 1 14
1 0 21.41667 2.15 0.2658507 476.3158 0 0 0 2.15 30 1 0
1 0 36.66667 3.8 0.03591921 112.9942 1 0 3 0.95 77 1 4
1 0 37.16667 2 0.026928 44.46333 0 0 1 1 38 0 3
1 2 26.58333 2.45 0.1217171 248.5058 0 0 0 2.45 5 1 15
1 1 46.41667 3.5 0.1096431 319.7925 1 0 1 1.75 121 0 5
1 0 25.58333 2.8 0.3252597 758.9391 0 0 0 2.8 2 1 7
1 1 30.33333 1.99 0.2490915 412.9933 0 0 0 1.99 82 1 8
0 0 27.5 2 6e-04 0 0 0 0 2 48 1 0
1 0 21 2.1 0.07551762 131.9892 1 0 0 2.1 194 1 5
1 0 20 2.79 0.02268351 52.48917 0 0 0 2.79 86 1 5
1 0 23.25 2.32 0.1166047 225.2692 0 0 0 2.32 3 1 8
1 0 45.08333 4.6 0.07776695 298.0233 0 0 2 1.533333 72 1 5
0 1 26.5 2 6e-04 0 1 0 2 0.6666666 60 1 7
1 0 29.75 3 0.06942033 173.4675 0 0 1 1.5 60 1 1
1 0 52.33333 3.328 0.02882272 79.685 1 0 1 1.664 243 1 3
1 0 41.66667 2.4752 0.06724951 138.5467 0 0 2 0.8250667 222 0 10
1 0 22.75 4.3 0.1578128 565.3292 0 0 0 4.3 12 1 11
0 0 33 1.77 0.0006779661 0 0 0 0 1.77 102 1 1
1 1 29.83333 2.45 0.1085196 220.8942 0 0 2 0.8166667 84 1 13
1 0 20.25 1.85 0.3426108 527.9417 1 0 0 1.85 96 1 2
1 0 26.08333 2.23 0.05652018 104.7833 0 0 0 2.23 12 1 1
0 0 22.5 2.5 0.00048 0 0 0 3 0.625 30 0 0
1 3 32.83333 3.5091 0.1596184 466.3475 0 0 0 3.5091 22 1 9
1 0 27.33333 3.2875 0.03242008 88.8175 0 0 1 1.64375 54 1 12
1 0 28.5 4.232 0.1239747 437.1342 0 1 0 4.232 30 1 5
0 1 36.91667 1.85 0.0006486487 0 0 0 2 0.6166667 192 1 2
1 0 26 2.2 0.06259273 114.2533 0 0 1 1.1 28 1 10
0 0 41.83333 3.5 0.0003428572 0 0 0 0 3.5 54 1 0
1 0 23.75 3 0.1172833 293.0417 0 0 0 3 14 1 0
1 0 25.25 1.8 0.4559923 683.9883 1 0 0 1.8 98 1 2
1 0 25.66667 1.7 0.08007 113.0992 0 0 1 0.85 27 1 8
1 0 29 5.5 0.062952 288.3633 0 0 2 1.833333 18 1 3
1 0 40.58333 2.5685 0.05233015 111.675 0 0 0 2.5685 54 1 3
0 2 59 3.5 0.0003428572 0 0 0 0 3.5 365 0 5
1 0 37.41667 2.5 0.0726416 151.3367 0 0 0 2.5 15 1 2
1 0 30.83333 3.3026 0.001998425 4.583333 0 0 1 1.6513 90 1 4
1 0 29.83333 2.25 0.106824 199.795 0 0 0 2.25 36 1 0
1 1 32.5 10 0.03704 308.25 1 0 3 2.5 35 1 4
1 0 25.5 2.9 0.08015586 193.2933 0 0 0 2.9 2 1 0
0 2 36.33333 2.95 0.0004067797 0 0 0 1 1.475 72 1 3
0 0 25.33333 1.6 0.00075 0 0 0 0 1.6 93 1 0
1 0 28.5 3.4 0.02121324 59.85417 0 0 0 3.4 207 1 4
0 4 22 2.1 0.0005714286 0 1 0 0 2.1 209 1 10
1 0 27.58333 3.2 0.1177562 313.4333 0 0 0 3.2 24 1 2
0 0 29.33333 3.5 0.0003428572 0 0 0 6 0.5 0 1 2
1 0 31.5 2.47 0.09478866 195.0233 0 0 3 0.6175 94 1 2
1 0 27.66667 2.6 0.07505192 162.4458 0 0 2 0.8666667 60 1 6
0 2 39.16667 4.0248 0.0002981515 0 0 0 1 2.0124 84 1 4
1 0 22.66667 2.1 0.179709 314.4908 0 0 0 2.1 12 0 4
1 0 30.08333 1.95 0.1804298 292.9483 0 0 0 1.95 50 1 10
0 0 34.16667 3.5995 0.0003333796 0 0 0 4 0.7199 14 1 0
0 2 42.83333 3.7 0.0003243243 0 0 0 4 0.74 84 0 3
1 0 31.58333 3 0.2136177 533.6275 0 0 0 3 7 1 1
1 0 32.33333 4.5 0.09166333 343.6542 0 0 0 4.5 48 1 4
0 11 24.75 2.3 0.0005217391 0 0 0 0 2.3 24 1 12
1 0 45.16667 3.5 0.13624 397.0333 1 0 0 3.5 234 0 2
1 0 25.41667 2.1 0.04128572 71.66666 1 0 0 2.1 44 1 5
1 0 40.75 5 0.1209914 503.5475 0 0 0 5 38 1 19
1 0 40.16667 2.45 0.07000694 142.5142 0 0 0 2.45 180 1 0
1 0 41.41667 3.5 0.003142857 8.333333 0 0 1 1.75 120 1 9
1 0 24.5 2.5 0.2339912 487.4817 0 0 0 2.5 15 0 1
0 11 30.33333 3.6 0.0003333333 0 0 0 0 3.6 108 1 16
1 0 25.16667 2.656 0.1594194 352.8483 1 0 0 2.656 96 1 0
0 0 28.33333 2.5 0.00048 0 0 0 0 2.5 82 1 0
0 0 28.41667 2 6e-04 0 0 0 0 2 108 1 0
1 0 25.08333 3.52 0.02107955 61.16667 0 0 0 3.52 15 1 3
1 1 23.25 1.8769 0.3536299 553.1067 0 0 0 1.8769 12 1 3
1 0 21.25 2.25 0.03186978 59.08916 0 0 0 2.25 15 1 1
1 0 39.83333 1.7123 0.0930713 132.4717 0 0 0 1.7123 72 1 0
1 0 25.75 4 0.026998 89.82667 0 0 0 4 60 0 5
1 0 25.25 2.16 0.02055556 36.33333 0 0 0 2.16 38 0 2
1 2 40.41667 3.3 0.03977939 108.9767 0 0 1 1.65 58 1 14
1 0 37.66667 7 0.01116743 64.56 1 0 3 1.75 96 1 5
1 0 25.25 2.1 0.1102229 192.64 0 0 0 2.1 4 1 8
1 0 41.66667 3 0.05293967 131.7658 1 0 0 3 166 1 7
1 1 24.25 3.5 0.06996286 203.8917 0 0 0 3.5 60 1 11
0 0 22.91667 2.07 0.0005797101 0 0 0 0 2.07 1 1 0
1 0 19 2.8 0.1672143 390.1667 1 0 0 2.8 10 0 0
1 0 57.08333 5 0.00024 0 1 1 0 5 144 1 7
1 0 33.91667 2.1888 0.1483196 270.3683 0 0 0 2.1888 15 1 7
0 14 48.25 2 6e-04 0 1 0 1 1 120 1 15
1 1 48.75 2.7 0.0004444444 0 0 1 0 2.7 120 1 3
1 0 28.91667 2.69 0.1571033 352.1733 0 0 1 1.345 62 0 0
1 1 40.83333 3.73 0.05783512 179.7708 1 0 1 1.865 151 1 7
1 0 32.83333 2 0.0938035 156.0892 1 0 2 0.6666666 8 0 2
1 0 44.33333 4.3 0.01639512 57.91583 1 0 3 1.075 156 1 9
1 0 38.16667 5.5 0.04493018 205.5133 1 0 4 1.1 99 1 9
1 0 37.33333 5.92 0.03028024 149.2992 1 0 2 1.973333 48 1 7
1 1 44.25 7.6 0.04906355 310.7358 1 0 6 1.085714 207 1 11
1 0 18.16667 2.82 0.0418539 97.94 0 0 0 2.82 2 0 1
1 0 24.58333 2.2 0.06938273 127.1183 1 0 0 2.2 229 0 1
1 0 47.5 2.6611 0.09956446 220.7925 1 0 0 2.6611 269 1 8
0 3 31.66667 7.5 0.00016 0 0 0 0 7.5 30 1 7
1 0 33.08333 4 0.2564355 854.785 1 0 2 1.333333 42 1 4
1 0 31.58333 6.5 0.1113085 602.9208 1 0 2 2.166667 12 1 6
1 0 38.41667 5.6 0.0934841 436.2592 1 0 4 1.12 114 0 7
0 0 19.58333 2.1 0.0005714286 0 0 0 0 2.1 124 1 2
1 0 35.33333 4.5 0.01804822 67.0975 1 0 1 2.25 14 1 0
1 0 29.25 2.51 0.04510837 94.26833 0 0 1 1.255 12 0 0
1 2 46 10.032 0.01013447 84.39083 1 0 2 3.344 134 1 15
1 0 19.91667 3.5 0.06020943 175.4442 0 0 1 1.75 24 1 3
1 0 22.83333 3.5 0.04541571 132.1292 0 1 0 3.5 8 1 3
1 0 24.33333 3.9 0.09410384 305.8375 0 0 2 1.3 27 1 0
1 0 18.5 2.5 0.2115316 440.6908 0 0 0 2.5 4 0 1
1 0 49.16667 5.2 0.146526 634.8625 1 0 1 2.6 303 1 11
0 0 47.75 1.5 8e-04 0 1 0 0 1.5 60 1 0
1 0 49.16667 9.9999 0.01116311 92.44167 1 0 4 1.99998 218 0 12
1 0 57.58333 4.1 0.08389854 286.57 1 0 3 1.025 121 1 15
1 0 24.58333 2.2 0.06601682 121.0308 0 0 0 2.2 22 1 6
1 0 26.41667 4.38 0.03736278 136.1242 1 0 5 0.73 24 1 6
0 5 38.25 2.4852 0.0004828585 0 0 0 2 0.8284 24 1 10
1 1 29.58333 6.6 0.09274364 510.09 1 0 0 6.6 24 1 14
1 1 30.66667 2.74 0.01856679 42.31083 1 0 3 0.685 76 1 8
1 1 58.91667 2.7 0.003222222 6.416667 1 0 0 2.7 252 1 8
1 0 38.5 3.2618 0.00294316 7.083333 0 0 4 0.65236 18 1 0
1 0 45.66667 5.8 0.03306483 159.73 1 0 0 5.8 118 1 6
1 0 25.83333 2.5 0.0598016 124.5033 0 0 0 2.5 6 0 0
1 0 30 3.5 0.3527866 1028.961 1 0 0 3.5 6 0 2
0 0 80.16666 1.5 8e-04 0 0 0 0 1.5 24 1 0
0 0 25.58333 1.75 0.0006857143 0 0 0 0 1.75 108 0 0
0 5 40.08333 4.4 0.0002727273 0 1 0 1 2.2 84 1 15
1 0 42.08333 4.7 0.01847894 71.95917 1 1 3 1.175 150 1 2
1 0 49 3.3 0.04070939 111.6175 1 0 0 3.3 252 1 0
1 0 44 5.8 0.07990742 386.0525 1 0 4 1.16 25 1 16
0 1 43.16667 5.32 0.0002255639 0 1 0 5 0.8866667 110 1 7
1 0 25 2.4 0.0315875 62.50833 0 0 0 2.4 192 1 9
1 0 43.83333 3.25 0.05890216 159.36 1 0 2 1.083333 109 1 6
1 0 24.5 3.06 0.1705402 434.8775 0 0 0 3.06 3 1 0
1 0 39.5 3 0.016231 40.3275 1 0 3 0.75 14 1 9
1 0 25.66667 2.2 0.02147727 38.70833 1 0 1 1.1 26 1 7
1 0 43.66667 3 0.02302267 57.30667 1 0 1 1.5 3 1 5
1 0 46.33333 4.2 0.008841666 30.44583 1 0 1 2.1 216 1 27
1 0 34.16667 2.37 0.05412025 106.7208 1 0 0 2.37 38 1 13
1 1 38.83333 2.52 0.08646706 181.4142 1 0 0 2.52 138 1 8
1 1 37.08333 5.49 0.160214 732.9792 1 0 1 2.745 60 1 19
1 0 19.5 2.98 0.0004026846 0 0 0 0 2.98 18 1 0
0 0 27.41667 3.6 0.0003333333 0 0 0 0 3.6 18 1 2
1 0 39.91667 2.25 0.05117067 95.52834 1 0 0 2.25 240 1 7
1 0 45.66667 3.224 0.333848 896.9384 1 0 5 0.5373334 168 0 9
1 0 52.16667 5 0.0204978 85.24083 1 0 1 2.5 201 0 16
0 3 34.75 2.67 0.0004494382 0 0 0 0 2.67 51 1 25
1 0 30.08333 3.75 0.09561973 298.4783 1 0 1 1.875 12 1 9
1 0 61.58333 3.75 0.00032 0 1 0 0 3.75 288 1 5
1 0 32.66667 3.7 0.004068919 11.7125 1 0 2 1.233333 30 1 15
1 0 38.83333 3.3 0.02411576 65.81834 1 0 3 0.825 188 1 19
1 0 37.08333 7 0.1540159 898.4258 1 0 3 1.75 24 1 8
1 2 33.5 3.3748 0.1758282 494.4875 0 0 1 1.6874 66 1 15
0 0 30.08333 3.12 0.0003846154 0 0 0 2 1.04 12 0 5
1 0 42.66667 2.59 0.03148378 67.53584 1 1 3 0.6475 96 1 5
1 2 29.41667 2.1 0.07229714 126.1033 1 0 3 0.525 90 0 5
1 0 52.66667 3 0.039573 98.6825 1 0 1 1.5 220 1 8
1 0 29.83333 3 0.1059863 264.9658 1 0 1 1.5 51 0 11
1 0 45.75 4.4 0.004863637 17.08333 1 0 3 1.1 12 1 18
1 0 30.16667 3.1 0.1816442 469.2475 1 0 2 1.033333 40 1 15
1 0 30.83333 2.98 0.04374329 108.2958 0 0 3 0.745 36 1 9
1 0 22.25 2.8 0.2532993 590.9484 1 0 1 1.4 6 1 7
0 0 37.16667 1.8339 0.0006543432 0 0 0 2 0.6113 52 1 0
1 0 22 3.2905 0.01756572 48.08333 0 0 2 1.096833 21 1 5
1 0 29 2.7 0.0004444444 0 0 0 0 2.7 24 1 20
1 0 28.33333 3.9 0.04364769 141.6883 1 0 1 1.95 49 1 17
0 5 27.16667 1.8 0.0006666667 0 0 0 2 0.6 34 1 7
1 0 31.33333 3.2 0.04113469 109.6092 0 0 2 1.066667 17 1 0
1 0 32.66667 3.65 0.5383649 1637.527 1 0 1 1.825 32 1 7
1 0 30.58333 3.5 0.03930543 114.5575 0 0 5 0.5833334 57 1 9
1 0 40.66667 4.77 0.003146122 11.6725 1 0 0 4.77 144 1 10
1 0 39.08333 4.2 0.006554524 22.3575 1 0 0 4.2 24 1 5
0 10 43.25 5 0.00024 0 1 1 4 1 144 1 11
1 0 24.75 2 0.0549975 91.4125 1 1 1 1 24 0 10
1 0 26.5 2.6 0.1106477 239.4867 1 0 0 2.6 12 1 13
1 0 61.16667 5 0.0457034 190.4308 1 0 2 1.666667 6 0 0
1 0 44.08333 4 0.02011975 66.7325 1 1 2 1.333333 120 1 12
1 0 61.08333 5.3726 0.04957879 221.8892 1 1 0 5.3726 12 1 0
1 0 40.66667 2.7246 0.1966153 446.415 0 0 2 0.9082 36 1 14
1 0 20.83333 1.8 0.5535178 830.2767 0 0 0 1.8 5 0 0
1 0 45.91667 4 0.03421425 113.6308 1 0 2 1.333333 24 0 16
1 0 26.83333 2.1 0.0005714286 0 0 0 2 0.7 30 1 18
0 0 33.58333 2.55 0.0004705882 0 0 0 3 0.6375 36 1 0
1 0 30.66667 2.5 0.0611788 127.3725 1 0 1 1.25 24 1 23
1 0 23.91667 2 0.100191 166.9017 0 0 0 2 9 1 0
1 0 34.83333 3 0.126377 315.9425 0 0 6 0.4285714 12 0 16
1 0 38.58333 2.6 0.07939731 171.8608 1 0 0 2.6 51 1 9
1 1 35.83333 2.4 0.02359458 46.60583 0 1 1 1.2 37 1 13
1 0 36 4 0.0920405 306.4683 1 0 0 4 12 1 11
1 0 42.66667 6.2 0.006145161 31 1 0 2 2.066667 132 1 14
1 0 22.58333 2.2 0.07661773 140.2992 0 0 0 2.2 9 1 3
0 1 28.5 2 6e-04 0 0 0 3 0.5 0 1 2
1 1 44.91667 5.8 0.03635741 175.6442 1 0 2 1.933333 148 1 16
1 0 30.58333 1.8 0.01989944 29.51583 0 0 0 1.8 6 1 10
1 0 27.25 3.264 0.02482904 67.20167 0 0 0 3.264 16 1 5
1 0 24 2.1 0.0836781 146.27 1 0 0 2.1 24 1 14
1 0 23.41667 2.7456 0.002403846 4.583333 0 0 0 2.7456 7 1 9
1 1 55.33333 3.7 0.05220054 160.4517 1 0 1 1.85 300 1 4
1 0 35.16667 4.815 0.04295223 171.5125 1 0 2 1.605 48 1 18
1 0 46.33333 3.05 0.003491803 8.125 1 0 0 3.05 96 0 4
1 0 39.41667 2.4 0.1922946 384.1725 0 0 1 1.2 96 1 7
1 0 34.91667 5 0.4258454 1774.356 1 0 3 1.25 36 1 7
1 0 19.08333 2.6 0.1316562 285.255 0 0 0 2.6 87 1 2
1 0 27.58333 4 0.01495 49.25 1 1 3 1 40 1 13
1 0 46.25 6.8 0.007138088 40.19917 1 1 0 6.8 48 1 2
1 0 47.16667 1.94 0.01680412 26.5 0 0 0 1.94 10 0 13
1 0 25.41667 2.45 0.09007061 183.5608 0 0 0 2.45 48 1 6
1 0 51.33333 4.53 0.0121468 45.35417 1 0 4 0.906 126 0 5
1 0 41 6.825 0.1168532 664.6025 0 0 2 2.275 12 1 0
1 1 36.33333 3.85 0.01171896 37.015 0 0 1 1.925 36 1 8
1 0 32.41667 2.75 0.3767844 862.9642 1 0 2 0.9166667 27 1 9
0 3 41.75 3.5 0.0003428572 0 1 0 2 1.166667 38 1 19
0 3 32.75 3 4e-04 0 1 0 3 0.75 32 1 7
1 0 21.91667 2.3 0.07491956 143.4292 1 0 2 0.7666667 24 1 10
1 0 29.25 1.8 0.08336612 124.6325 0 0 0 1.8 51 1 3
1 0 21.08333 2.2 0.3152637 577.9833 0 0 0 2.2 143 1 6
1 0 34.66667 4.8 0.06658583 266.3433 1 0 3 1.2 15 1 0
1 0 27.91667 2.04 0.01792304 30.0525 1 0 2 0.68 38 1 4
1 1 36.5 1.68 0.138147 193.3225 1 0 0 1.68 44 1 12
